X,Y,OBJECTID,Block,GroupStatus,DateUpdate,ID_PropertyStatus,ID_Demo_RFA,ID_Decision,CorePhase,ProjectedFiscalYear,ProjectedQuarter,DateStarted,Deconstruction,ReleasedToContractor,DateDemoFinished,Address,Lot,Neighborhood,SimplifiedStatus,Council_District,HousingMarketTypology2017,OBJECTID_1,BLOCKLOT
1428131.70575988,597726.945873722,2259,1496,Final/Full Demo Complete,2015/10/12 09:30:00+00,,1639,47,1,FY19,Q2,2018/11/05 00:00:00+00,Y,2018/10/18 00:00:00+00,2018/12/10 00:00:00+00,1432 N GAY ST,023,Broadway East,Demo Complete,12,I,58001,1496 023
1428122.78386173,597714.755281314,2260,1496,Final/Full Demo Complete,2015/10/12 09:30:00+00,,1639,47,1,FY19,Q2,2018/11/05 00:00:00+00,Y,2018/10/18 00:00:00+00,2018/12/10 00:00:00+00,1430 N GAY ST,024,Broadway East,Demo Complete,12,I,58002,1496 024
1428113.8078298,597704.441653639,2261,1496,Final/Full Demo Complete,2018/03/22 17:20:00+00,126,1639,47,1,FY19,Q2,2018/11/05 00:00:00+00,Y,2018/10/18 00:00:00+00,2018/12/10 00:00:00+00,1428 N GAY ST,025,Broadway East,Demo Complete,12,I,58003,1496 025
1428103.98731139,597693.35506165,2262,1496,Final/Full Demo Complete,2018/03/22 17:17:00+00,128,1639,47,1,FY19,Q2,2018/11/05 00:00:00+00,Y,2018/10/18 00:00:00+00,2018/12/10 00:00:00+00,1426 N GAY ST,026,Broadway East,Demo Complete,12,I,58004,1496 026
1428094.16351214,597681.539796561,2263,1496,Final/Full Demo Complete,2017/10/24 09:27:00+00,126,1639,47,1,FY19,Q2,2018/11/05 00:00:00+00,Y,2018/10/18 00:00:00+00,2018/12/10 00:00:00+00,1424 N GAY ST,027,Broadway East,Demo Complete,12,I,58005,1496 027
1430348.54843906,597059.964596137,2264,1537,Final/Full Demo Complete,2018/02/06 14:54:00+00,,2949,47,,FY19,Q4,2019/04/30 00:00:00+00,,2019/02/06 00:00:00+00,2019/05/24 00:00:00+00,1214 N MILTON AVE,023,Broadway East,Demo Complete,13,J,58277,1537 023
1430347.50710255,597073.66929315,2265,1537,Final/Full Demo Complete,2017/10/13 15:13:00+00,,2949,47,,FY19,Q4,2019/04/30 00:00:00+00,,2019/02/06 00:00:00+00,2019/05/24 00:00:00+00,1216 N MILTON AVE,024,Broadway East,Demo Complete,13,J,58278,1537 024
1430346.7521828,597087.203386813,2266,1537,Final/Full Demo Complete,2017/10/06 13:35:00+00,,2949,47,,FY19,Q4,2019/04/30 00:00:00+00,,2019/02/06 00:00:00+00,2019/05/24 00:00:00+00,1218 N MILTON AVE,025,Broadway East,Demo Complete,13,J,58279,1537 025
1430345.57567596,597102.413330138,2267,1537,Final/Full Demo Complete,2017/10/06 13:35:00+00,,2949,47,,FY19,Q4,2019/04/30 00:00:00+00,,2019/02/06 00:00:00+00,2019/05/24 00:00:00+00,1220 N MILTON AVE,026,Broadway East,Demo Complete,13,J,58280,1537 026
1430055.05624388,597148.307923391,2268,1537,Final/Full Demo Complete,,,8450,90,,,,2023/01/18 00:00:00+00,,2023/01/23 00:00:00+00,2023/03/31 00:00:00+00,2401 E PRESTON ST,049,Broadway East,Demo Complete,13,J,58307,1537 049
1430485.1967878,596921.048535392,2269,1538,Final/Full Demo Complete,2016/11/06 22:43:00+00,,858,47,,,,2017/03/23 00:00:00+00,,2017/02/24 00:00:00+00,2017/08/02 00:00:00+00,2502 E BIDDLE ST,002,Berea,Demo Complete,13,J,58328,1538 002
1430499.62786131,596922.287378058,2270,1538,Final/Full Demo Complete,2016/09/02 11:40:00+00,,858,47,,,,2017/03/23 00:00:00+00,,2017/02/24 00:00:00+00,2017/08/02 00:00:00+00,2504 E BIDDLE ST,003,Berea,Demo Complete,13,J,58329,1538 003
1430512.23708805,596922.619070306,2271,1538,Final/Full Demo Complete,2016/09/02 11:40:00+00,,858,47,,,,2017/03/23 00:00:00+00,,2017/02/24 00:00:00+00,2017/08/02 00:00:00+00,2506 E BIDDLE ST,004,Berea,Demo Complete,13,J,58330,1538 004
1430525.3640303,596923.276549309,2272,1538,Final/Full Demo Complete,2016/11/06 22:43:00+00,,858,47,,,,2017/03/23 00:00:00+00,,2017/02/24 00:00:00+00,2017/08/02 00:00:00+00,2508 E BIDDLE ST,005,Berea,Demo Complete,13,J,58334,1538 005
1430540.2832918,596924.443541721,2273,1538,Final/Full Demo Complete,2019/05/07 10:19:00+00,67,2851,47,,FY19,Q2,2018/10/08 00:00:00+00,,2018/05/10 00:00:00+00,2019/02/07 00:00:00+00,2510 E BIDDLE ST,006,Berea,Demo Complete,13,J,58335,1538 006
1430633.57706848,594362.346959889,2274,1641,Final/Full Demo Complete,2016/11/29 11:21:00+00,,2313,90,,,,2016/11/27 00:00:00+00,,2017/05/01 00:00:00+00,2017/02/07 00:00:00+00,601 N MILTON AVE,052,McElderry Park,Demo Complete,13,H,58835,1641 052
1408919.90199196,590816.654904306,2275,2170A,Final/Full Demo Complete,2018/08/06 14:51:00+00,,3455,90,,FY19,Q2,2018/07/26 00:00:00+00,,2019/03/04 00:00:00+00,2019/04/03 00:00:00+00,2600 W FAIRMOUNT AVE,039,Shipley Hill,Demo Complete,9,J,58838,2170A039
1430083.17068897,598555.796578228,2276,1474,Final/Full Demo Complete,2018/05/16 13:34:00+00,,3168,47,4,FY19,Q1,2022/11/21 00:00:00+00,,2018/09/30 00:00:00+00,2023/05/09 00:00:00+00,1608 N PORT ST,027,Broadway East,Demo Complete,13,J,58851,1474 027
1430082.51419422,598568.837234557,2277,1474,Final/Full Demo Complete,2018/02/03 16:23:00+00,,3168,47,4,FY19,Q1,2022/11/21 00:00:00+00,,2018/09/30 00:00:00+00,2023/05/09 00:00:00+00,1610 N PORT ST,028,Broadway East,Demo Complete,13,J,58852,1474 028
1430081.55356622,598582.793243393,2278,1474,Final/Full Demo Complete,2018/02/03 16:24:00+00,,3168,47,4,FY19,Q1,2022/11/21 00:00:00+00,,2018/09/30 00:00:00+00,2023/05/09 00:00:00+00,1612 N PORT ST,029,Broadway East,Demo Complete,13,J,58853,1474 029
1430075.31178081,598702.065970734,2279,1474,Final/Full Demo Complete,,,6036,90,,,,2021/12/22 00:00:00+00,,2022/01/10 00:00:00+00,2022/02/07 00:00:00+00,1630 N PORT ST,038,Broadway East,Demo Complete,13,J,58862,1474 038
1429999.80110505,598724.139089316,2280,1474,Final/Full Demo Complete,,,3648,90,,FY19,Q2,2018/11/28 00:00:00+00,,2019/06/14 00:00:00+00,2019/04/10 00:00:00+00,1635 N MONTFORD AVE,041,Broadway East,Demo Complete,13,J,58868,1474 041
1430003.30372272,598657.775048807,2281,1474,Final/Full Demo Complete,2018/02/22 13:30:00+00,,3233,47,4,FY19,Q1,2019/08/14 00:00:00+00,,2018/08/31 00:00:00+00,2020/01/16 00:00:00+00,1625 N MONTFORD AVE,046,Broadway East,Demo Complete,13,J,58873,1474 046
1430004.0048368,598644.560508311,2282,1474,Final/Full Demo Complete,2018/02/22 13:29:00+00,,3233,47,4,FY19,Q1,2019/08/14 00:00:00+00,,2018/08/31 00:00:00+00,2020/01/16 00:00:00+00,1623 N MONTFORD AVE,047,Broadway East,Demo Complete,13,J,58874,1474 047
1430004.73219755,598630.845640734,2283,1474,Final/Full Demo Complete,2018/02/22 13:27:00+00,,3233,47,4,FY19,Q1,2019/08/14 00:00:00+00,,2018/08/31 00:00:00+00,2020/01/16 00:00:00+00,1621 N MONTFORD AVE,048,Broadway East,Demo Complete,13,J,58875,1474 048
1430005.43987331,598617.571717143,2284,1474,Final/Full Demo Complete,2018/02/22 13:26:00+00,,3233,47,4,FY19,Q1,2019/08/14 00:00:00+00,,2018/08/31 00:00:00+00,2020/01/16 00:00:00+00,1619 N MONTFORD AVE,049,Broadway East,Demo Complete,13,J,58876,1474 049
1430006.14558056,598604.246612564,2285,1474,Final/Full Demo Complete,2018/02/22 13:23:00+00,,3233,47,4,FY19,Q1,2019/08/14 00:00:00+00,,2018/08/31 00:00:00+00,2020/01/16 00:00:00+00,1617 N MONTFORD AVE,050,Broadway East,Demo Complete,13,J,58877,1474 050
1430006.84013297,598591.084565386,2286,1474,Final/Full Demo Complete,2018/02/22 13:22:00+00,,3233,47,4,FY19,Q1,2019/08/14 00:00:00+00,,2018/08/31 00:00:00+00,2020/01/16 00:00:00+00,1615 N MONTFORD AVE,051,Broadway East,Demo Complete,13,J,58878,1474 051
1430007.54649639,598577.866415977,2287,1474,Final/Full Demo Complete,2018/02/22 13:21:00+00,,3233,47,4,FY19,Q1,2019/08/14 00:00:00+00,,2018/08/31 00:00:00+00,2020/01/16 00:00:00+00,1613 N MONTFORD AVE,052,Broadway East,Demo Complete,13,J,58879,1474 052
1430008.24761046,598564.519657895,2288,1474,Final/Full Demo Complete,,,3233,47,4,FY19,Q1,2019/08/14 00:00:00+00,,2018/08/31 00:00:00+00,2020/01/16 00:00:00+00,1611 N MONTFORD AVE,053,Broadway East,Demo Complete,13,J,58880,1474 053
1430008.94314714,598551.439631566,2289,1474,Final/Full Demo Complete,2018/02/22 13:19:00+00,,3233,47,4,FY19,Q1,2019/08/14 00:00:00+00,,2018/08/31 00:00:00+00,2020/01/16 00:00:00+00,1609 N MONTFORD AVE,054,Broadway East,Demo Complete,13,J,58885,1474 054
1430009.64754206,598538.077453554,2290,1474,Final/Full Demo Complete,2018/02/22 13:18:00+00,,3233,47,4,FY19,Q1,2019/08/14 00:00:00+00,,2018/08/31 00:00:00+00,2020/01/16 00:00:00+00,1607 N MONTFORD AVE,055,Broadway East,Demo Complete,13,J,58886,1474 055
1430010.35849863,598524.849789724,2291,1474,Final/Full Demo Complete,2018/02/22 13:18:00+00,,3233,47,4,FY19,Q1,2019/08/14 00:00:00+00,,2018/08/31 00:00:00+00,2020/01/16 00:00:00+00,1605 N MONTFORD AVE,056,Broadway East,Demo Complete,13,J,58887,1474 056
1428671.96484996,599023.55384481,2292,1459,Final/Full Demo Complete,2017/02/07 08:46:00+00,,2099,90,,,,2017/01/24 00:00:00+00,,2017/02/28 00:00:00+00,2017/03/10 00:00:00+00,1750 N CHESTER ST,035,Broadway East,Demo Complete,12,I,59001,1459 035
1428671.30573055,599037.255589053,2293,1459,Final/Full Demo Complete,2017/05/23 17:35:00+00,,2099,90,,,,2017/01/24 00:00:00+00,,2017/02/28 00:00:00+00,2017/03/10 00:00:00+00,1752 N CHESTER ST,036,Broadway East,Demo Complete,12,I,59002,1459 036
1428597.74026088,598910.863453388,2294,1459,Final/Full Demo Complete,2017/06/06 09:42:00+00,,1789,47,1,FY19,Q1,2019/03/07 00:00:00+00,N,2018/07/12 00:00:00+00,2019/05/21 00:00:00+00,1735 N CASTLE ST,046,Broadway East,Demo Complete,12,I,59016,1459 046
1428598.07195313,598898.124633729,2295,1459,Final/Full Demo Complete,2017/06/06 09:41:00+00,,1789,47,1,FY19,Q1,2019/03/07 00:00:00+00,N,2018/07/12 00:00:00+00,2019/05/21 00:00:00+00,1733 N CASTLE ST,047,Broadway East,Demo Complete,12,I,59017,1459 047
1428598.68021964,598885.260158136,2296,1459,Final/Full Demo Complete,2017/06/06 09:31:00+00,,1789,47,1,FY19,Q1,2019/03/07 00:00:00+00,N,2018/07/12 00:00:00+00,2019/05/21 00:00:00+00,1711 N CASTLE ST,048,Broadway East,Demo Complete,12,I,59018,1459 048
1428599.18317139,598872.598109975,2297,1459,Final/Full Demo Complete,2017/06/06 09:30:00+00,,1789,47,1,FY19,Q1,2019/03/07 00:00:00+00,N,2018/07/12 00:00:00+00,2019/05/21 00:00:00+00,1709 N CASTLE ST,049,Broadway East,Demo Complete,12,I,59019,1459 049
1428599.68251422,598860.293016478,2298,1459,Final/Full Demo Complete,2018/03/22 17:34:00+00,128,1789,47,1,FY19,Q1,2019/03/07 00:00:00+00,N,2018/07/12 00:00:00+00,2019/05/21 00:00:00+00,1707 N CASTLE ST,050,Broadway East,Demo Complete,12,I,59020,1459 050
1428600.17660773,598847.717254221,2299,1459,Final/Full Demo Complete,2018/03/22 17:34:00+00,128,1789,47,1,FY19,Q1,2019/03/07 00:00:00+00,N,2018/07/12 00:00:00+00,2019/05/21 00:00:00+00,1705 N CASTLE ST,051,Broadway East,Demo Complete,12,I,59021,1459 051
1428600.69038622,598835.015179887,2300,1459,Final/Full Demo Complete,2016/06/07 10:18:00+00,,1964,90,,,,2016/05/12 00:00:00+00,,2016/08/12 00:00:00+00,2016/08/02 00:00:00+00,1703 N CASTLE ST,052,Broadway East,Demo Complete,12,I,59022,1459 052
1428456.80648763,598799.422075227,2301,1459,Final/Full Demo Complete,2019/07/20 15:49:00+00,131,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1700 N CASTLE ST,054,Broadway East,Demo Complete,12,I,59024,1459 054
1428455.42689723,598812.045081481,2302,1459,Final/Full Demo Complete,2017/06/06 11:01:00+00,,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1702 N CASTLE ST,055,Broadway East,Demo Complete,12,I,59025,1459 055
1428454.51876256,598824.658573315,2303,1459,Final/Full Demo Complete,2018/05/01 21:58:00+00,131,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1704 N CASTLE ST,056,Broadway East,Demo Complete,12,I,59026,1459 056
1428454.4173848,598837.338337973,2304,1459,Final/Full Demo Complete,2017/06/06 11:03:00+00,,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1706 N CASTLE ST,057,Broadway East,Demo Complete,12,I,59031,1459 057
1428453.52237347,598849.694940567,2305,1459,Final/Full Demo Complete,2017/06/06 11:05:00+00,,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1708 N CASTLE ST,058,Broadway East,Demo Complete,12,I,59032,1459 058
1428452.88261098,598862.136844814,2306,1459,Final/Full Demo Complete,2017/06/06 11:06:00+00,,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1710 N CASTLE ST,059,Broadway East,Demo Complete,12,I,59033,1459 059
1428452.25236289,598874.689969316,2307,1459,Final/Full Demo Complete,2019/07/20 15:49:00+00,131,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1712 N CASTLE ST,060,Broadway East,Demo Complete,12,I,59034,1459 060
1428451.61391272,598887.107923478,2308,1459,Final/Full Demo Complete,2017/06/06 11:07:00+00,,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1714 N CASTLE ST,061,Broadway East,Demo Complete,12,I,59035,1459 061
1428450.99678797,598899.481258303,2309,1459,Final/Full Demo Complete,2019/07/20 15:49:00+00,128,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1716 N CASTLE ST,062,Broadway East,Demo Complete,12,I,59036,1459 062
1428460.34486638,598912.520930395,2310,1459,Final/Full Demo Complete,2017/06/06 11:09:00+00,,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1718 N CASTLE ST,063,Broadway East,Demo Complete,12,I,59037,1459 063
1428459.70510389,598925.274185732,2311,1459,Final/Full Demo Complete,2017/06/06 11:10:00+00,,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1720 N CASTLE ST,064,Broadway East,Demo Complete,12,I,59038,1459 064
1428458.51547372,598937.428688973,2312,1459,Final/Full Demo Complete,2018/05/01 22:02:00+00,131,1788,47,1,FY20,Q3,2021/09/15 00:00:00+00,N,2020/02/18 00:00:00+00,2022/02/01 00:00:00+00,1722 N CASTLE ST,065,Broadway East,Demo Complete,12,I,59039,1459 065
1425774.12911022,591370.728927389,2313,1392,Final/Full Demo Complete,,,3642,90,,,,2018/11/20 00:00:00+00,,2019/06/17 00:00:00+00,2019/04/04 00:00:00+00,115 S CENTRAL AVE,006,Washington Hill,Demo Complete,12,C,59163,1392 006
1425774.94177264,591357.915960893,2314,1392,Final/Full Demo Complete,,,3642,90,,,,2018/11/20 00:00:00+00,,2019/06/17 00:00:00+00,2019/04/04 00:00:00+00,117 S CENTRAL AVE,007,Washington Hill,Demo Complete,12,C,59164,1392 007
1429232.89647089,594765.710654482,2315,1621,Final/Full Demo Complete,2016/06/17 15:14:00+00,,2026,90,,FY18,Q4,2018/02/22 00:00:00+00,,2018/02/22 00:00:00+00,2018/04/10 00:00:00+00,700 N COLLINGTON AVE,045,Middle East,Demo Complete,13,I,59246,1621 045
1430006.07766731,594097.168356389,2316,1654,Final/Full Demo Complete,2017/11/13 10:49:00+00,,3033,47,,FY19,Q3,2019/07/23 00:00:00+00,,2019/06/17 00:00:00+00,2019/09/10 00:00:00+00,517 N BRADFORD ST,082,McElderry Park,Demo Complete,13,I,59270,1654 082
1430037.04151614,594121.256562814,2317,1654,Final/Full Demo Complete,2017/11/13 10:50:00+00,,3033,47,,FY19,Q3,2019/07/23 00:00:00+00,,2019/06/17 00:00:00+00,2019/09/10 00:00:00+00,2344 WALDO CT,089,McElderry Park,Demo Complete,13,I,59275,1654 089
1430049.34989047,594115.517072976,2318,1654,Final/Full Demo Complete,2017/11/13 10:51:00+00,,3033,47,,FY19,Q3,2019/07/23 00:00:00+00,,2019/06/17 00:00:00+00,2019/09/10 00:00:00+00,2346 WALDO CT,090,McElderry Park,Demo Complete,13,I,59276,1654 090
1430061.33018146,594116.135181978,2319,1654,Final/Full Demo Complete,2017/11/13 10:52:00+00,,3033,47,,FY19,Q3,2019/07/23 00:00:00+00,,2019/06/17 00:00:00+00,2019/09/10 00:00:00+00,2348 WALDO CT,091,McElderry Park,Demo Complete,13,I,59281,1654 091
1431455.01604238,595385.13067548,2320,1611,Final/Full Demo Complete,2017/03/19 16:52:00+00,,2289,90,,,,2017/03/06 00:00:00+00,,2017/04/28 00:00:00+00,2017/05/25 00:00:00+00,822 N BELNORD AVE,058,Madison-Eastend,Demo Complete,13,I,59374,1611 058
1431454.71879889,595397.349154979,2321,1611,Final/Full Demo Complete,2017/03/19 16:52:00+00,,2289,90,,,,2017/03/06 00:00:00+00,,2017/04/28 00:00:00+00,2017/05/25 00:00:00+00,824 N BELNORD AVE,059,Madison-Eastend,Demo Complete,13,I,59375,1611 059
1409610.66078106,590044.467472315,2322,2175,Final/Full Demo Complete,,,8613,90,,,,2023/04/12 00:00:00+00,,2023/05/02 00:00:00+00,2023/06/01 00:00:00+00,46 S CATHERINE ST,091,Shipley Hill,Demo Complete,9,J,59421,2175 091
1428076.28395472,599117.457528397,2323,1448,Final/Full Demo Complete,,,4779,90,,,,2021/04/30 00:00:00+00,,2021/05/11 00:00:00+00,2021/08/25 00:00:00+00,1920 E LAFAYETTE AVE,011,Broadway East,Demo Complete,12,I,59670,1448 011
1428090.27375613,599117.723932058,2324,1448,Final/Full Demo Complete,,,4779,90,,,,2021/04/30 00:00:00+00,,2021/05/11 00:00:00+00,2021/08/25 00:00:00+00,1922 E LAFAYETTE AVE,012,Broadway East,Demo Complete,12,I,59671,1448 012
1429784.69884497,598699.339926317,2325,1473,Final/Full Demo Complete,2021/04/19 10:57:00+00,,3234,47,4,FY19,Q1,2018/08/22 00:00:00+00,,2018/05/21 00:00:00+00,2019/01/14 00:00:00+00,1635 N BRADFORD ST,062,Broadway East,Demo Complete,13,J,59679,1473 062
1429784.18473838,598712.085307643,2326,1473,Final/Full Demo Complete,2021/04/19 10:57:00+00,,3234,47,4,FY19,Q1,2018/08/22 00:00:00+00,,2018/05/21 00:00:00+00,2019/01/14 00:00:00+00,1637 N BRADFORD ST,063,Broadway East,Demo Complete,13,J,59680,1473 063
1430026.58878113,595835.314814478,2327,1590,Final/Full Demo Complete,2015/06/23 12:35:00+00,,939,47,,,,2014/09/16 00:00:00+00,,2014/07/13 00:00:00+00,2015/05/08 00:00:00+00,2328 E EAGER ST,034,Milton-Montford,Demo Complete,13,I,59814,1590 034
1430038.55594881,595836.692764476,2328,1590,Final/Full Demo Complete,2014/11/26 10:41:00+00,,939,47,,,,2014/09/16 00:00:00+00,,2014/07/13 00:00:00+00,2015/05/08 00:00:00+00,2330 E EAGER ST,035,Milton-Montford,Demo Complete,13,I,59815,1590 035
1430050.68158072,595837.257067814,2329,1590,Final/Full Demo Complete,2014/11/26 10:41:00+00,,939,47,,,,2014/09/16 00:00:00+00,,2014/07/13 00:00:00+00,2015/05/08 00:00:00+00,2332 E EAGER ST,036,Milton-Montford,Demo Complete,13,I,59816,1590 036
1430062.88464031,595837.803326562,2330,1590,Final/Full Demo Complete,2014/11/26 10:41:00+00,,939,47,,,,2014/09/16 00:00:00+00,,2014/07/13 00:00:00+00,2015/05/08 00:00:00+00,2334 E EAGER ST,037,Milton-Montford,Demo Complete,13,I,59817,1590 037
1430075.24091481,595832.958191887,2331,1590,Final/Full Demo Complete,2014/11/26 10:41:00+00,,939,47,,,,2014/09/16 00:00:00+00,,2014/07/13 00:00:00+00,2015/05/08 00:00:00+00,2336 E EAGER ST,038,Milton-Montford,Demo Complete,13,I,59818,1590 038
1430087.02862088,595834.005761981,2332,1590,Final/Full Demo Complete,2014/11/26 10:41:00+00,,939,47,,,,2014/09/16 00:00:00+00,,2014/07/13 00:00:00+00,2015/05/08 00:00:00+00,2338 E EAGER ST,039,Milton-Montford,Demo Complete,13,I,59819,1590 039
1430098.94427948,595834.049068972,2333,1590,Final/Full Demo Complete,2014/11/26 10:41:00+00,,939,47,,,,2014/09/16 00:00:00+00,,2014/07/13 00:00:00+00,2015/05/08 00:00:00+00,2340 E EAGER ST,040,Milton-Montford,Demo Complete,13,I,59820,1590 040
1429849.90311089,595562.561094895,2334,1590,Final/Full Demo Complete,2016/07/16 11:52:00+00,,937,47,,,,2016/05/17 00:00:00+00,Y,2016/09/16 00:00:00+00,2016/08/26 00:00:00+00,902 N BRADFORD ST,071,Milton-Montford,Demo Complete,13,H,59867,1590 071
1429849.39523789,595575.553522974,2335,1590,Final/Full Demo Complete,2016/07/16 11:53:00+00,,937,47,,,,2016/05/17 00:00:00+00,Y,2016/09/16 00:00:00+00,2016/08/26 00:00:00+00,904 N BRADFORD ST,072,Milton-Montford,Demo Complete,13,H,59868,1590 072
1429848.5228643,595588.611239642,2336,1590,Final/Full Demo Complete,2016/07/16 11:54:00+00,,937,47,,,,2016/05/17 00:00:00+00,Y,2016/09/16 00:00:00+00,2016/08/26 00:00:00+00,906 N BRADFORD ST,073,Milton-Montford,Demo Complete,13,H,59869,1590 073
1429847.81650089,595601.598746479,2337,1590,Final/Full Demo Complete,2016/07/16 11:54:00+00,,937,47,,,,2016/05/17 00:00:00+00,Y,2016/09/16 00:00:00+00,2016/08/26 00:00:00+00,908 N BRADFORD ST,074,Milton-Montford,Demo Complete,13,H,59870,1590 074
1429846.97529522,595614.816895887,2338,1590,Final/Full Demo Complete,2016/07/16 11:56:00+00,,937,47,,,,2016/05/17 00:00:00+00,Y,2016/09/16 00:00:00+00,2016/08/26 00:00:00+00,910 N BRADFORD ST,075,Milton-Montford,Demo Complete,13,H,59871,1590 075
1429846.57864247,595628.07605572,2339,1590,Final/Full Demo Complete,2016/07/16 11:57:00+00,,937,47,,,,2016/05/17 00:00:00+00,Y,2016/09/16 00:00:00+00,2016/08/26 00:00:00+00,912 N BRADFORD ST,076,Milton-Montford,Demo Complete,13,H,59872,1590 076
1429846.31027031,595640.838169307,2340,1590,Final/Full Demo Complete,2016/07/16 11:57:00+00,,937,47,,,,2016/05/17 00:00:00+00,Y,2016/09/16 00:00:00+00,2016/08/26 00:00:00+00,914 N BRADFORD ST,077,Milton-Montford,Demo Complete,13,H,59873,1590 077
1429844.83159871,595653.808615804,2341,1590,Final/Full Demo Complete,2016/07/16 11:58:00+00,,937,47,,,,2016/05/17 00:00:00+00,Y,2016/09/16 00:00:00+00,2016/08/26 00:00:00+00,916 N BRADFORD ST,078,Milton-Montford,Demo Complete,13,H,59874,1590 078
1429844.7886198,595667.014298066,2342,1590,Final/Full Demo Complete,2016/07/16 11:59:00+00,,937,47,,,,2016/05/17 00:00:00+00,Y,2016/09/16 00:00:00+00,2016/08/26 00:00:00+00,918 N BRADFORD ST,079,Milton-Montford,Demo Complete,13,H,59875,1590 079
1429842.8831118,595686.897460386,2343,1590,Final/Full Demo Complete,2016/03/01 12:24:00+00,,1766,90,,,,2016/02/26 00:00:00+00,,2016/05/19 00:00:00+00,2016/03/24 00:00:00+00,920 N BRADFORD ST,080,Milton-Montford,Demo Complete,13,H,59876,1590 080
1429843.19052589,595699.089693233,2344,1590,Final/Full Demo Complete,2016/06/07 16:05:00+00,,938,47,,,,2016/07/12 00:00:00+00,Y,2016/03/08 00:00:00+00,2016/08/26 00:00:00+00,922 N BRADFORD ST,081,Milton-Montford,Demo Complete,13,H,59877,1590 081
1429842.06520006,595711.046690315,2345,1590,Final/Full Demo Complete,2016/06/07 16:05:00+00,,938,47,,,,2016/07/12 00:00:00+00,Y,2016/03/08 00:00:00+00,2016/08/26 00:00:00+00,924 N BRADFORD ST,082,Milton-Montford,Demo Complete,13,H,59878,1590 082
1429841.64525339,595723.004999727,2346,1590,Final/Full Demo Complete,2016/06/07 16:05:00+00,,938,47,,,,2016/07/12 00:00:00+00,Y,2016/03/08 00:00:00+00,2016/08/26 00:00:00+00,926 N BRADFORD ST,083,Milton-Montford,Demo Complete,13,H,59879,1590 083
1429841.18298396,595735.063702643,2347,1590,Final/Full Demo Complete,2016/06/07 16:06:00+00,,938,47,,,,2016/07/12 00:00:00+00,Y,2016/03/08 00:00:00+00,2016/08/26 00:00:00+00,928 N BRADFORD ST,084,Milton-Montford,Demo Complete,13,H,59880,1590 084
1429840.53403513,595746.909479484,2348,1590,Final/Full Demo Complete,2016/06/07 16:06:00+00,,938,47,,,,2016/07/12 00:00:00+00,Y,2016/03/08 00:00:00+00,2016/08/26 00:00:00+00,930 N BRADFORD ST,085,Milton-Montford,Demo Complete,13,H,59881,1590 085
1429839.73088714,595758.825466141,2349,1590,Final/Full Demo Complete,2016/06/07 16:06:00+00,,938,47,,,,2016/07/12 00:00:00+00,Y,2016/03/08 00:00:00+00,2016/08/26 00:00:00+00,932 N BRADFORD ST,086,Milton-Montford,Demo Complete,13,H,59886,1590 086
1429839.38147838,595770.84939222,2350,1590,Final/Full Demo Complete,2016/06/07 16:07:00+00,,938,47,,,,2016/07/12 00:00:00+00,Y,2016/03/08 00:00:00+00,2016/08/26 00:00:00+00,934 N BRADFORD ST,087,Milton-Montford,Demo Complete,13,H,59887,1590 087
1429838.67938006,595782.769315898,2351,1590,Final/Full Demo Complete,2016/06/07 16:07:00+00,,938,47,,,,2016/07/12 00:00:00+00,Y,2016/03/08 00:00:00+00,2016/08/26 00:00:00+00,936 N BRADFORD ST,088,Milton-Montford,Demo Complete,13,H,59888,1590 088
1430111.23329689,595835.880430147,2352,1591,Final/Full Demo Complete,2014/11/26 10:41:00+00,,939,47,,,,2014/09/16 00:00:00+00,,2014/07/13 00:00:00+00,2015/05/08 00:00:00+00,2400 E EAGER ST,001,Milton-Montford,Demo Complete,13,I,59906,1591 001
