RowID,CCNumber,CrimeDateTime,CrimeCode,Description,Inside_Outside,Weapon,Post,Gender,Age,Race,Ethnicity,Location,Old_District,New_District,Neighborhood,Latitude,Longitude,GeoLocation,PremiseType,Total_Incidents,x,y
40128,13J09008,10/18/2013 11:00:00 PM,7A,AUTO THEFT,,NA,123,F,28,BLACK_OR_AFRICAN_AMERICAN,,500 MCMECHEN ST,CENTRAL,N/A,UPTON,39.303024536329879,-76.632959390721936,"(39.303024536329879,-76.632959390721936)",STREET              ,1,-76.632959391,39.3030245360001
40129,13I14427,9/25/2013 3:40:00 PM,4E,COMMON ASSAULT,,NA,913,F,9,BLACK_OR_AFRICAN_AMERICAN,,4300 10TH ST,SOUTHERN,N/A,BROOKLYN,39.226525148997602,-76.59953303492334,"(39.226525148997602,-76.59953303492334)",SCHOOL              ,1,-76.599533035,39.2265251490001
40130,13I11995,9/25/2013 1:10:00 PM,6D,LARCENY FROM AUTO,,NA,212,,,UNKNOWN,,100 N PATTERSON PARK AVE,SOUTHEAST,N/A,PATTERSON PLACE,39.293887465658798,-76.584659446669505,"(39.293887465658798,-76.584659446669505)",STREET              ,1,-76.584659447,39.2938874660001
40131,13I12204,9/25/2013 8:14:00 PM,3AK,ROBBERY,,KNIFE,232,M,52,BLACK_OR_AFRICAN_AMERICAN,,400 FOLCROFT ST,SOUTHEAST,N/A,BAYVIEW,39.288970530164008,-76.542110308166144,"(39.288970530164008,-76.542110308166144)",STREET              ,1,-76.542110308,39.28897053
40132,13I09592,9/20/2013 9:55:00 AM,5A,BURGLARY,,NA,124,F,70,WHITE,,0 E MADISON ST,CENTRAL,N/A,MOUNT VERNON,39.298777357254167,-76.615227770642676,"(39.298777357254167,-76.615227770642676)",ROW/TOWNHOUSE-OCC,1,-76.615227771,39.2987773570001
40133,13I09432,9/20/2013 8:00:00 PM,6D,LARCENY FROM AUTO,,NA,414,M,58,BLACK_OR_AFRICAN_AMERICAN,,1400 GLENEAGLE RD,NORTHEAST,N/A,RAMBLEWOOD,39.362966009467705,-76.588358537975566,"(39.362966009467705,-76.588358537975566)",STREET              ,1,-76.588358538,39.362966009
40134,13I09675,9/20/2013 4:49:00 PM,8AO,ARSON,,FIRE,131,F,59,BLACK_OR_AFRICAN_AMERICAN,,400 ROBERT ST,CENTRAL,N/A,DRUID HEIGHTS,39.306981773747935,-76.633772643587861,"(39.306981773747935,-76.633772643587861)",ROW/TOWNHOUSE-OCC,1,-76.633772644,39.3069817740001
40135,13I09621,9/20/2013 2:00:00 PM,5A,BURGLARY,,NA,913,M,25,WHITE,,3400 6TH ST,SOUTHERN,N/A,BROOKLYN,39.23960774912733,-76.600912018365818,"(39.23960774912733,-76.600912018365818)",ROW/TOWNHOUSE-OCC,1,-76.600912018,39.2396077490001
40136,13I09396,9/20/2013 1:51:00 AM,3AK,ROBBERY,,KNIFE,534,U,,UNKNOWN,,1000 W 41ST ST,NORTHERN,N/A,HOES HEIGHTS,39.338622420453518,-76.635211475038005,"(39.338622420453518,-76.635211475038005)",PARKING LOT-OUTSIDE ,1,-76.6352114749999,39.33862242
40137,13I09607,9/20/2013 2:20:00 PM,5A,BURGLARY,,NA,833,F,34,BLACK_OR_AFRICAN_AMERICAN,,500 CHAPELGATE LA,SOUTHWEST,N/A,BEECHFIELD,39.277987283727391,-76.70002349373911,"(39.277987283727391,-76.70002349373911)",ROW/TOWNHOUSE-OCC,1,-76.7000234939999,39.2779872840001
40138,13I09857,9/20/2013 10:18:00 PM,4E,COMMON ASSAULT,,NA,214,F,52,WHITE,,1000 S CURLEY ST,SOUTHEAST,N/A,CANTON,39.280937550414954,-76.574896475941074,"(39.280937550414954,-76.574896475941074)",ROW/TOWNHOUSE-OCC,1,-76.5748964759999,39.28093755
40139,13I09888,9/20/2013 11:30:00 PM,6F,LARCENY,,NA,835,M,16,BLACK_OR_AFRICAN_AMERICAN,,100 S WARWICK AVE,SOUTHWEST,N/A,SHIPLEY HILL,39.289304090767189,-76.655850372576225,"(39.289304090767189,-76.655850372576225)",STREET              ,1,-76.655850373,39.2893040910001
40140,13I09811,9/20/2013 8:23:00 PM,3AK,ROBBERY,,KNIFE,614,F,42,BLACK_OR_AFRICAN_AMERICAN,,3100 VIRGINIA AVE,NORTHWEST,N/A,CENTRAL PARK HEIGHTS,39.345196554949126,-76.668503975507392,"(39.345196554949126,-76.668503975507392)",STREET              ,1,-76.668503976,39.345196555
40141,13I35038,9/20/2013 9:00:00 PM,6D,LARCENY FROM AUTO,,NA,534,F,,WHITE,,4400 CLYDESDALE AVE,NORTHERN,N/A,MEDFIELD,39.34265353867324,-76.64422317829397,"(39.34265353867324,-76.64422317829397)",,1,-76.6442231779999,39.342653539
40142,13I09730,9/20/2013 6:54:00 PM,6E,LARCENY,,NA,333,M,46,BLACK_OR_AFRICAN_AMERICAN,,900 N KENWOOD AVE,EASTERN,N/A,MADISON-EASTEND,39.301448246107128,-76.578410264406344,"(39.301448246107128,-76.578410264406344)",ROW/TOWNHOUSE-OCC,1,-76.578410264,39.3014482460001
40143,14C07585,3/19/2014 3:17:00 AM,6D,LARCENY FROM AUTO,,NA,632,F,24,WHITE,,3900 ROSECREST AVE,NORTHWEST,N/A,GLEN,39.355026576577806,-76.696299399194999,"(39.355026576577806,-76.696299399194999)",YARD,1,-76.6962993989999,39.355026577
40144,13I09655,9/20/2013 4:28:00 PM,4D,AGG. ASSAULT,,HANDS,525,F,38,BLACK_OR_AFRICAN_AMERICAN,,4000 WILSBY AVE,NORTHERN,N/A,PEN LUCY,39.338291435868804,-76.604742679731331,"(39.338291435868804,-76.604742679731331)",ROW/TOWNHOUSE-OCC,1,-76.60474268,39.3382914360001
40145,14B03161,2/1/2014 11:30:00 AM,6G,LARCENY,,NA,114,F,32,WHITE,,300 N CHARLES ST,CENTRAL,N/A,DOWNTOWN,39.293734754923477,-76.615631061322034,"(39.293734754923477,-76.615631061322034)",RESTAURANT,1,-76.615631061,39.2937347550001
40146,14B00279,2/1/2014 5:25:00 PM,6C,LARCENY,,NA,212,,,UNKNOWN,,1300 E FAYETTE ST,SOUTHEAST,N/A,WASHINGTON HILL,39.292248419849635,-76.599322200151519,"(39.292248419849635,-76.599322200151519)",RETAIL/SMALL BUSINES,1,-76.5993222,39.2922484200001
40147,14B00331,2/1/2014 7:30:00 PM,6C,LARCENY,,NA,611,,,UNKNOWN,,3200 TIOGA PKWY,NORTHWEST,N/A,MONDAWMIN,39.318478779358131,-76.657370554597534,"(39.318478779358131,-76.657370554597534)",RETAIL/SMALL BUSINES,1,-76.6573705549999,39.318478779
40148,14B03889,2/1/2014 1:01:00 AM,5A,BURGLARY,,NA,423,F,,BLACK_OR_AFRICAN_AMERICAN,,6500 MCCLEAN BLVD,NORTHEAST,N/A,HAMILTON HILLS,39.366889889099298,-76.567479281164864,"(39.366889889099298,-76.567479281164864)",ROW/TOWNHOUSE-OCC,1,-76.567479281,39.366889889
40149,14B00859,2/1/2014 9:00:00 AM,6D,LARCENY FROM AUTO,,NA,931,M,37,BLACK_OR_AFRICAN_AMERICAN,,100 SCOTT ST,SOUTHERN,N/A,HOLLINS MARKET,39.286926959515114,-76.629132734779105,"(39.286926959515114,-76.629132734779105)",STREET              ,1,-76.629132735,39.2869269600001
40150,14B00133,2/1/2014 9:35:00 AM,4E,COMMON ASSAULT,,NA,431,F,49,WHITE,,2100 LAKE MONTEBELLO TER,NORTHEAST,N/A,MAYFIELD,39.331414950745184,-76.57988358844112,"(39.331414950745184,-76.57988358844112)",STREET              ,1,-76.579883588,39.3314149510001
40151,14B00336,2/1/2014 6:30:00 PM,6E,LARCENY,,NA,225,F,24,UNKNOWN,,200 GRUNDY ST,SOUTHEAST,N/A,HIGHLANDTOWN,39.289874945538934,-76.563343643222737,"(39.289874945538934,-76.563343643222737)",STREET              ,1,-76.5633436429999,39.2898749460001
40152,14A12886,2/1/2014 11:50:00 PM,4E,COMMON ASSAULT,,NA,221,M,17,BLACK_OR_AFRICAN_AMERICAN,,600 N BELNORD AVE,SOUTHEAST,N/A,MCELDERRY PARK,39.298474597007612,-76.578867612540108,"(39.298474597007612,-76.578867612540108)",STREET              ,1,-76.5788676129999,39.2984745970001
40153,14B00626,2/1/2014 6:00:00 PM,6E,LARCENY,,NA,212,M,25,WHITE,,200 N WOLFE ST,SOUTHEAST,N/A,DUNBAR-BROADWAY,39.294572989190875,-76.590844670567733,"(39.294572989190875,-76.590844670567733)",STREET              ,1,-76.590844671,39.2945729890001
40154,14B08188,2/1/2014 12:18:00 PM,6C,LARCENY,,NA,622,,,UNKNOWN,,5700 WABASH AVE,NORTHWEST,N/A,SETON BUSINESS PARK,39.347342107090654,-76.701057641231216,"(39.347342107090654,-76.701057641231216)",DEPARTMENT STORE,1,-76.701057641,39.347342107
40155,14B00332,2/1/2014 7:25:00 PM,6C,LARCENY,,NA,212,,,UNKNOWN,,1300 E FAYETTE ST,SOUTHEAST,N/A,WASHINGTON HILL,39.292248419849635,-76.599322200151519,"(39.292248419849635,-76.599322200151519)",OTHER - INSIDE      ,1,-76.5993222,39.2922484200001
40156,14G07582,2/1/2014 12:00:00 AM,5A,BURGLARY,,NA,731,M,54,BLACK_OR_AFRICAN_AMERICAN,,2200 BRYANT AVE,WESTERN,N/A,PARKVIEW/WOODBROOK,39.316298232220255,-76.649139041557675,"(39.316298232220255,-76.649139041557675)",ROW/TOWNHOUSE-OCC,1,-76.6491390419999,39.3162982320001
40157,14B00188,2/1/2014 12:30:00 PM,4E,COMMON ASSAULT,,NA,324,M,68,BLACK_OR_AFRICAN_AMERICAN,,800 HILLEN ST,EASTERN,N/A,PENN-FALLSWAY,39.294867377782531,-76.608522794061983,"(39.294867377782531,-76.608522794061983)",STREET              ,1,-76.608522794,39.294867378
40158,14C00256,2/1/2014 8:00:00 PM,5A,BURGLARY,,NA,515,U,,UNKNOWN,,3500 OLD YORK RD,NORTHERN,N/A,WAVERLY,39.33186069861452,-76.607749503646431,"(39.33186069861452,-76.607749503646431)",ROW/TOWNHOUSE-VAC,1,-76.607749504,39.3318606990001
40159,13A06473,1/15/2013 4:00:00 AM,6J,LARCENY,,NA,632,M,61,WHITE,,3400 TANEY RD,NORTHWEST,N/A,GLEN,39.358719278654711,-76.690168524191307,"(39.358719278654711,-76.690168524191307)",ROW/TOWNHOUSE-OCC,1,-76.6901685239999,39.3587192790001
40160,14E02168,2/1/2014 12:00:00 AM,7A,AUTO THEFT,,NA,233,F,52,BLACK_OR_AFRICAN_AMERICAN,,300 S KRESSON ST,SOUTHEAST,N/A,CANTON INDUSTRIAL AREA,39.288680721561434,-76.560052788861782,"(39.288680721561434,-76.560052788861782)",OTHER - OUTSIDE     ,1,-76.5600527889999,39.288680722
40161,13J14945,10/31/2013 3:30:00 PM,3B,ROBBERY,,NA,313,U,,UNKNOWN,,300 E LAFAYETTE AVE,EASTERN,N/A,GREENMOUNT WEST,39.310013654773144,-76.612272934349519,"(39.310013654773144,-76.612272934349519)",STREET              ,1,-76.612272934,39.310013655
40162,13J15077,10/31/2013 10:00:00 PM,4E,COMMON ASSAULT,,NA,224,F,31,BLACK_OR_AFRICAN_AMERICAN,,3200 E FAYETTE ST,SOUTHEAST,N/A,ELLWOOD PARK/MONUMENT,39.294944783896675,-76.572339311971817,"(39.294944783896675,-76.572339311971817)",BUS/AUTO            ,1,-76.5723393119999,39.2949447840001
40163,13J14959,10/31/2013 4:30:00 PM,6E,LARCENY,,NA,823,,,UNKNOWN,,5000 BRIARCLIFT RD,SOUTHWEST,N/A,WEST HILLS,39.292703904931095,-76.708274903492494,"(39.292703904931095,-76.708274903492494)",BUS. PARK LOT-OUTSID,1,-76.708274903,39.2927039050001
40164,13J14995,10/31/2013 6:15:00 PM,4C,AGG. ASSAULT,,OTHER,511,M,29,WHITE,,2600 HUNTINGDON AVE,NORTHERN,N/A,REMINGTON,39.318901516632444,-76.621662413043509,"(39.318901516632444,-76.621662413043509)",STREET              ,1,-76.621662413,39.318901517
40165,13J14917,10/31/2013 1:30:00 PM,6D,LARCENY FROM AUTO,,NA,212,,,UNKNOWN,,200 N WASHINGTON ST,SOUTHEAST,N/A,CARE,39.294479670429531,-76.589725756632831,"(39.294479670429531,-76.589725756632831)",STREET              ,1,-76.5897257569999,39.29447967
40166,13J14677,10/31/2013 4:00:00 AM,2A,RAPE,,OTHER,632,F,37,WHITE,,5900 GREEN MEADOW PKWY,NORTHWEST,N/A,CHESWOLDE,39.367020242157679,-76.673040043613142,"(39.367020242157679,-76.673040043613142)",ROW/TOWNHOUSE-OCC,1,-76.6730400439999,39.3670202420001
40167,13L01197,10/31/2013 12:00:00 AM,2A,RAPE,,OTHER,923,F,47,BLACK_OR_AFRICAN_AMERICAN,,2400 ARBUTON AVE,SOUTHERN,N/A,LAKELAND,39.257543962222599,-76.64785865754159,"(39.257543962222599,-76.64785865754159)",UNKNOWN,1,-76.647858658,39.2575439620001
40168,13J14669,10/31/2013 3:40:00 AM,6D,LARCENY FROM AUTO,,NA,124,U,,UNKNOWN,,600 N CALVERT ST,CENTRAL,N/A,MOUNT VERNON,39.296503127584721,-76.612884325331848,"(39.296503127584721,-76.612884325331848)",STREET              ,1,-76.612884325,39.296503128
40169,13K00207,10/31/2013 9:40:00 PM,2A,RAPE,,OTHER,413,F,21,BLACK_OR_AFRICAN_AMERICAN,,1500 COLD SPRING LA,NORTHEAST,N/A,HILLEN,39.345811008975517,-76.591308866080738,"(39.345811008975517,-76.591308866080738)",ROW/TOWNHOUSE-OCC,1,-76.591308866,39.345811009
40170,13J14703,10/31/2013 4:45:00 AM,6D,LARCENY FROM AUTO,,NA,532,F,66,WHITE,,4600 PALL MALL RD,NORTHERN,N/A,PARKLANE,39.342543791210211,-76.664888607870594,"(39.342543791210211,-76.664888607870594)",STREET              ,1,-76.664888608,39.342543791
40171,13J15024,10/31/2013 8:15:00 PM,3CF,ROBBERY - COMMERCIAL,,FIREARM,424,,,UNKNOWN,,6300 HARFORD RD,NORTHEAST,N/A,WESTFIELD,39.360551540233402,-76.553961618681555,"(39.360551540233402,-76.553961618681555)",RESTAURANT,1,-76.5539616189999,39.3605515400001
40172,13J14629,10/31/2013 12:36:00 AM,8H,ARSON,,FIRE,814,M,56,BLACK_OR_AFRICAN_AMERICAN,,600 N LONGWOOD ST,SOUTHWEST,N/A,FRANKLINTOWN ROAD,39.294345582122745,-76.666740942841017,"(39.294345582122745,-76.666740942841017)",STREET              ,1,-76.666740943,39.2943455820001
40173,13K00149,10/31/2013 6:30:00 PM,6D,LARCENY FROM AUTO,,NA,534,F,42,WHITE,,4500 SCHENLEY RD,NORTHERN,N/A,ROLAND PARK,39.344624790872039,-76.631067248365284,"(39.344624790872039,-76.631067248365284)",STREET              ,1,-76.631067248,39.3446247910001
40174,13J14912,10/31/2013 3:17:00 PM,4D,AGG. ASSAULT,,HANDS,415,F,19,WHITE,,2000 LYDONLEA WAY,NORTHEAST,N/A,LOCH RAVEN,39.359781823033671,-76.576712611136443,"(39.359781823033671,-76.576712611136443)",OTHER - INSIDE      ,1,-76.5767126109999,39.359781823
40175,13J14940,10/31/2013 3:15:00 PM,5A,BURGLARY,,NA,942,F,72,UNKNOWN,,100 WARREN AVE,SOUTHERN,N/A,FEDERAL HILL,39.279069180009671,-76.61182977385954,"(39.279069180009671,-76.61182977385954)",ROW/TOWNHOUSE-OCC,1,-76.6118297739999,39.2790691800001
40176,13J15004,10/31/2013 6:30:00 PM,3NF,ROBBERY,,FIREARM,631,M,17,BLACK_OR_AFRICAN_AMERICAN,,6900 PARK HEIGHTS AVE,NORTHWEST,N/A,FALLSTAFF,39.364378958191061,-76.704244488456183,"(39.364378958191061,-76.704244488456183)",SCHOOL              ,1,-76.704244488,39.364378958
40177,13J08763,10/18/2013 6:30:00 PM,5A,BURGLARY,,NA,425,F,42,BLACK_OR_AFRICAN_AMERICAN,,5900 WALTHER AVE,NORTHEAST,N/A,GLENHAM-BELHAR,39.349878447840368,-76.54590036243259,"(39.349878447840368,-76.54590036243259)",ROW/TOWNHOUSE-OCC,1,-76.5459003619999,39.349878448
40178,13J08550,10/18/2013 11:15:00 AM,7A,AUTO THEFT,,NA,414,M,29,BLACK_OR_AFRICAN_AMERICAN,,5600 SAGRA RD,NORTHEAST,N/A,WOODBOURNE HEIGHTS,39.356767089559071,-76.592841254387793,"(39.356767089559071,-76.592841254387793)",STREET              ,1,-76.5928412539999,39.3567670900001
40179,13J09397,10/18/2013 4:00:00 PM,5A,BURGLARY,,NA,824,F,73,BLACK_OR_AFRICAN_AMERICAN,,400 GWYNN AVE,SOUTHWEST,N/A,LOWER EDMONDSON VILLAGE,39.292001242894386,-76.673527466252082,"(39.292001242894386,-76.673527466252082)",ROW/TOWNHOUSE-OCC,1,-76.6735274659999,39.2920012430001
40180,13J08715,10/18/2013 5:46:00 PM,3B,ROBBERY,,NA,712,F,35,BLACK_OR_AFRICAN_AMERICAN,,300 N CARROLLTON AVE,WESTERN,N/A,POPPLETON,39.292491035372223,-76.636708137588656,"(39.292491035372223,-76.636708137588656)",ROW/TOWNHOUSE-OCC,1,-76.636708138,39.2924910350001
40181,13J10565,10/22/2013 5:55:00 PM,5B,BURGLARY,,NA,614,F,31,BLACK_OR_AFRICAN_AMERICAN,,4700 PIMLICO RD,NORTHWEST,N/A,CENTRAL PARK HEIGHTS,39.345576727427819,-76.668702903014676,"(39.345576727427819,-76.668702903014676)",ROW/TOWNHOUSE-OCC,1,-76.6687029029999,39.345576727
40182,13J10770,10/22/2013 11:00:00 PM,6D,LARCENY FROM AUTO,,NA,443,M,22,BLACK_OR_AFRICAN_AMERICAN,,5300 EASTBURY AVE,NORTHEAST,N/A,FRANKFORD,39.321550136093272,-76.550379617626206,"(39.321550136093272,-76.550379617626206)",STREET              ,1,-76.550379618,39.321550136
40183,13J10627,10/22/2013 8:36:00 PM,3AF,ROBBERY,,FIREARM,125,M,15,BLACK_OR_AFRICAN_AMERICAN,,500 ORCHARD ST,CENTRAL,N/A,SETON HILL,39.297731032634985,-76.623777518761869,"(39.297731032634985,-76.623777518761869)",STREET              ,1,-76.623777519,39.297731033
40184,13J10678,10/22/2013 7:00:00 PM,7A,AUTO THEFT,,NA,621,F,43,BLACK_OR_AFRICAN_AMERICAN,,3900 CHATHAM RD,NORTHWEST,N/A,DORCHESTER,39.330692734953544,-76.684132645412618,"(39.330692734953544,-76.684132645412618)",STREET              ,1,-76.684132645,39.3306927350001
40185,14C07754,3/19/2014 1:15:00 PM,5C,BURGLARY,,NA,324,F,27,BLACK_OR_AFRICAN_AMERICAN,,800 HILLMAN CT,EASTERN,N/A,OLDTOWN,39.299480408448751,-76.605718390111775,"(39.299480408448751,-76.605718390111775)",ROW/TOWNHOUSE-OCC,1,-76.6057183899999,39.2994804080001
40186,13J10712,10/22/2013 6:00:00 PM,5E,BURGLARY,,NA,631,,,UNKNOWN,,4100 W NORTHERN PKWY,NORTHWEST,N/A,REISTERSTOWN STATION,39.348201443276558,-76.693203428232195,"(39.348201443276558,-76.693203428232195)",AUTO PARTS STORE    ,1,-76.6932034279999,39.3482014430001
40187,13J10440,10/22/2013 1:40:00 PM,7A,AUTO THEFT,,NA,835,M,34,BLACK_OR_AFRICAN_AMERICAN,,400 N WARWICK AVE,SOUTHWEST,N/A,PENROSE/FAYETTE STREET OUTREACH,39.292898268523942,-76.656053660745059,"(39.292898268523942,-76.656053660745059)",STREET              ,1,-76.656053661,39.292898269
40188,13J10593,10/22/2013 11:58:00 AM,4E,COMMON ASSAULT,,NA,313,M,9,BLACK_OR_AFRICAN_AMERICAN,,1100 VALLEY ST,EASTERN,N/A,JOHNSTON SQUARE,39.303594303323308,-76.604390107134549,"(39.303594303323308,-76.604390107134549)",SCHOOL              ,1,-76.604390107,39.3035943030001
40189,13J10756,10/22/2013 10:45:00 PM,6D,LARCENY FROM AUTO,,NA,723,M,27,BLACK_OR_AFRICAN_AMERICAN,,1600 ASHBURTON ST,WESTERN,N/A,COPPIN HEIGHTS/ASH-CO-EAST,39.306874512803134,-76.662373888632686,"(39.306874512803134,-76.662373888632686)",OTHER - OUTSIDE     ,1,-76.662373889,39.306874513
40190,13J10596,10/22/2013 4:41:00 PM,2A,RAPE,,OTHER,,F,16,BLACK_OR_AFRICAN_AMERICAN,,200 COLLINS AVE,,N/A,,0,0,"(0,0)",ROW/TOWNHOUSE-OCC,1,5.6843418860808E-14,5.6843418860808E-14
40191,13J10422,10/22/2013 2:45:00 PM,4E,COMMON ASSAULT,,NA,631,M,34,BLACK_OR_AFRICAN_AMERICAN,,6500 REISTERSTOWN RD,NORTHWEST,N/A,REISTERSTOWN STATION,39.355862708501334,-76.70425844071228,"(39.355862708501334,-76.70425844071228)",CONVENIENCE STORE,1,-76.704258441,39.3558627090001
40192,13I10599,9/20/2013 3:30:00 PM,6D,LARCENY FROM AUTO,,NA,911,M,69,BLACK_OR_AFRICAN_AMERICAN,,6400 FORT SMLLWOOD RD,SOUTHERN,N/A,HAWKINS POINT,39.200828359978964,-76.555787633551816,"(39.200828359978964,-76.555787633551816)",OTHER - INSIDE      ,1,-76.555787634,39.2008283600001
40193,13I10859,9/20/2013 4:00:00 PM,5A,BURGLARY,,NA,333,U,,UNKNOWN,,2400 ASHLAND AVE,EASTERN,N/A,MILTON-MONTFORD,39.301091475812377,-76.58295862662618,"(39.301091475812377,-76.58295862662618)",ROW/TOWNHOUSE-OCC,1,-76.582958627,39.3010914760001
40194,13I09542,9/20/2013 7:00:00 AM,6G,LARCENY,,NA,942,F,58,BLACK_OR_AFRICAN_AMERICAN,,100 E HEATH ST,SOUTHERN,N/A,RIVERSIDE,39.270835379807359,-76.611182834382916,"(39.270835379807359,-76.611182834382916)",SCHOOL              ,1,-76.611182834,39.2708353800001
40195,13I10302,9/20/2013 10:00:00 PM,5A,BURGLARY,,NA,426,F,50,BLACK_OR_AFRICAN_AMERICAN,,4100 ECHODALE AVE,NORTHEAST,N/A,WALTHERSON,39.338120398208432,-76.552933572824685,"(39.338120398208432,-76.552933572824685)",SINGLE HOUSE,1,-76.552933573,39.3381203980001
40196,13I11400,9/20/2013 5:00:00 PM,6D,LARCENY FROM AUTO,,NA,534,M,73,WHITE,,4000 KESWICK RD,NORTHERN,N/A,ROLAND PARK,39.337787127052785,-76.628096476785274,"(39.337787127052785,-76.628096476785274)",STREET              ,1,-76.628096477,39.3377871270001
40197,13J00084,9/20/2013 12:00:00 PM,5D,BURGLARY,,NA,443,,,UNKNOWN,,6000 AMBERWOOD RD,NORTHEAST,N/A,FRANKFORD,39.318242523051978,-76.543022745061748,"(39.318242523051978,-76.543022745061748)",APT/CONDO - OCCUPIED,1,-76.543022745,39.318242523
40198,13I09762,9/20/2013 5:00:00 PM,6F,LARCENY,,NA,222,M,27,WHITE,,2700 E BALTIMORE ST,SOUTHEAST,N/A,PATTERSON PARK NEIGHBORHOOD,39.29233270791994,-76.578215814980894,"(39.29233270791994,-76.578215814980894)",PARK,1,-76.578215815,39.2923327080001
40199,13I10022,9/20/2013 7:30:00 PM,7A,AUTO THEFT,,NA,622,M,27,BLACK_OR_AFRICAN_AMERICAN,,2600 GATEHOUSE DR,NORTHWEST,N/A,PURNELL,39.320710748451901,-76.705938721288589,"(39.320710748451901,-76.705938721288589)",STREET              ,1,-76.7059387209999,39.3207107480001
40200,13I09460,9/20/2013 9:00:00 AM,3B,ROBBERY,,NA,835,M,13,BLACK_OR_AFRICAN_AMERICAN,,3700 FREDERICK AVE,SOUTHWEST,N/A,IRVINGTON,39.281848725864364,-76.677766206448311,"(39.281848725864364,-76.677766206448311)",STREET              ,1,-76.6777662059999,39.2818487260001
40201,13I09558,9/20/2013 2:00:00 PM,4E,COMMON ASSAULT,,NA,443,M,15,BLACK_OR_AFRICAN_AMERICAN,,5000 SINCLAIR LN,NORTHEAST,N/A,FRANKFORD,39.320877769419582,-76.545434441452571,"(39.320877769419582,-76.545434441452571)",SCHOOL              ,1,-76.5454344409999,39.320877769
40202,13I09727,9/20/2013 6:39:00 PM,4E,COMMON ASSAULT,,NA,813,F,19,BLACK_OR_AFRICAN_AMERICAN,,3100 WESTMONT CT,SOUTHWEST,N/A,ROSEMONT,39.301576946915866,-76.669048814743618,"(39.301576946915866,-76.669048814743618)",ROW/TOWNHOUSE-OCC,1,-76.6690488149999,39.3015769470001
40203,13I09673,9/20/2013 3:05:00 PM,6G,LARCENY,,NA,412,M,59,WHITE,,3500 TIVOLY AVE,NORTHEAST,N/A,EDNOR GARDENS-LAKESIDE,39.331466441619064,-76.592373549445952,"(39.331466441619064,-76.592373549445952)",SCHOOL              ,1,-76.5923735489999,39.3314664420001
40204,13I10732,9/20/2013 8:00:00 PM,6B,LARCENY,,NA,442,F,13,BLACK_OR_AFRICAN_AMERICAN,,4300 MANNASOTA AVE,NORTHEAST,N/A,BELAIR-EDISON,39.325841984090729,-76.560900524430991,"(39.325841984090729,-76.560900524430991)",STREET              ,1,-76.560900524,39.3258419840001
40205,13I09433,9/20/2013 2:00:00 AM,6D,LARCENY FROM AUTO,,NA,331,M,58,BLACK_OR_AFRICAN_AMERICAN,,1900 E LAFAYETTE AVE,EASTERN,N/A,BROADWAY EAST,39.310682493125263,-76.590486723859229,"(39.310682493125263,-76.590486723859229)",STREET              ,1,-76.590486724,39.3106824930001
40206,13I09792,9/20/2013 8:30:00 PM,4E,COMMON ASSAULT,,NA,532,M,29,WHITE,,2800 ROSALIND AVE,NORTHERN,N/A,CYLBURN,39.346075914067292,-76.662684196979072,"(39.346075914067292,-76.662684196979072)",ROW/TOWNHOUSE-OCC,1,-76.662684197,39.346075914
40207,14B00005,2/1/2014 12:30:00 AM,4E,COMMON ASSAULT,,NA,621,F,26,BLACK_OR_AFRICAN_AMERICAN,,3300 GARRISON BLVD,NORTHWEST,N/A,CENTRAL FOREST PARK,39.326757313754214,-76.682757677090322,"(39.326757313754214,-76.682757677090322)",STREET              ,1,-76.682757677,39.3267573140001
40208,14B06335,2/1/2014 11:50:00 PM,6D,LARCENY FROM AUTO,,NA,721,M,36,BLACK_OR_AFRICAN_AMERICAN,,2500 LAURETTA AVE,WESTERN,N/A,ROSEMONT HOMEOWNERS/TENANTS,39.294046758652023,-76.658571309762024,"(39.294046758652023,-76.658571309762024)",PUBLIC BUILDING,1,-76.65857131,39.294046759
40209,14C09528,2/1/2014 12:00:00 AM,6D,LARCENY FROM AUTO,,NA,922,M,22,WHITE,,200 BRIDGEVIEW RD,SOUTHERN,N/A,CHERRY HILL,39.251178080629643,-76.618635528129786,"(39.251178080629643,-76.618635528129786)",GARAGE ON PRIV. PROP,1,-76.618635528,39.251178081
40210,14B00250,2/1/2014 3:38:00 PM,4E,COMMON ASSAULT,,NA,734,F,25,BLACK_OR_AFRICAN_AMERICAN,,1600 MOUNTMOR CT,WESTERN,N/A,SANDTOWN-WINCHESTER,39.306920103589896,-76.644700491715454,"(39.306920103589896,-76.644700491715454)",ROW/TOWNHOUSE-OCC,1,-76.644700492,39.306920104
40211,14B00312,2/1/2014 6:30:00 PM,6C,LARCENY,,NA,943,,,UNKNOWN,,1800 WHETSTONE WY,SOUTHERN,N/A,LOCUST POINT INDUSTRIAL AREA,39.267851512285091,-76.599638718378671,"(39.267851512285091,-76.599638718378671)",GROCERY/CONFECTION ,1,-76.5996387179999,39.267851512
40212,14B00100,2/1/2014 6:24:00 AM,3AK,ROBBERY,,KNIFE,933,M,42,BLACK_OR_AFRICAN_AMERICAN,,1300 BOYD ST,SOUTHERN,N/A,UNION SQUARE,39.286987116527676,-76.638122034216991,"(39.286987116527676,-76.638122034216991)",STREET              ,1,-76.6381220339999,39.2869871170001
