FID,RowID_,SRRecordID,ServiceReq,SRType,MethodRece,CreatedDat,SRStatus,StatusDate,DueDate,CloseDate,Agency,LastActivi,LastActi_1,Outcome,Address,ZipCode,Neighborho,CouncilDis,PoliceDist,PolicePost,Latitude,Longitude,GeoLocatio,NeedsSync,IsDeleted,HashedReco,timetoclose
16464,1409408,5004w00002xNtlNAAS,24-00403055,SW-Dirty Street,Phone,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"CALLOW AVE & DRUID PARK LAKE DR, Baltimore City, 21217",21217,Reservoir Hill,7,Western,735,39.316665378101398,-76.631457081037240,"(39.316665378101398, -76.631457081037240)",0,0,EnakypoCJc/qOk0SIonnM9nueoMP/Z6QitWhZ+WJIbU=,1
16465,1409463,5004w00002xNtn9AAC,24-00403071,SW-Dirty Street,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"207 N ROCK GLEN RD, Baltimore City, 21229",21229,Ten Hills,8,Southwestern,813,39.286119639597345,-76.705615563644884,"(39.286119639597345, -76.705615563644884)",0,0,OcNdKawAAq0AQKi+Bbnu0SygsKhW6QP7zxi7JxyMzUM=,1
16466,1409572,5004w00002xNtq8AAC,24-00403102,SW-Dirty Alley,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"1619 CEDDOX ST, Baltimore City, 21226",21226,Curtis Bay,10,Southern,913,39.221077492426602,-76.587330695379620,"(39.221077492426602, -76.587330695379620)",0,0,aMBpj0abJnJWDj6o9f9/sE85Mw1W8HMos62H/slpXng=,1
16467,1409573,5004w00002xNtq9AAC,24-00403106,SW-Dirty Street,Phone,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"55 W TALBOTT ST, BC, 21225",21225,Brooklyn,10,Southern,915,39.236726951445711,-76.613389856593272,"(39.236726951445711, -76.613389856593272)",0,0,AzYUwrDmEbl0yEHWeJHoAh403XPx66eaHnqENarzAcE=,1
16468,1409582,5004w00002xNtQfAAK,24-00403300,SW-Dirty Alley,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"510 N LINWOOD AVE, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,224,39.297246895636796,-76.576712661155057,"(39.297246895636796, -76.576712661155057)",0,0,vgCaUcQYFYyydjooa0JTwhE+xGA+WhtBb9nsfYIfBYw=,1
16469,1409615,5004w00002xNTRbAAO,24-00388407,SW-Dirty Alley,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"500 N LAKEWOOD AVE, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,224,39.296933676284951,-76.579529894463121,"(39.296933676284951, -76.579529894463121)",0,0,YCYvw7L3Y1i4/erP8qGhe1hHu2T0ex6CsiX1zGvnfH0=,1
16470,1409630,5004w00002xNTrtAAG,24-00388655,SW-Dirty Street,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"4620 PARK HEIGHTS AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northern,533,39.342729142485652,-76.669418747258035,"(39.342729142485652, -76.669418747258035)",0,0,7mWGbr6TsH+9WYJ7OS0TChZrI5L8yLe6dgpS/Q+DMpE=,1
16471,1409639,5004w00002xNtS1AAK,24-00402882,SW-Dirty Alley,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"E PRATT ST & GRUNDY ST, Baltimore City, 21224",21224,Baltimore Highlands,2,Southeastern,212,39.290409741309929,-76.563604087384931,"(39.290409741309929, -76.563604087384931)",0,0,wk7AD2nxPqTlX2DSLkN388iWdVCwg1ZRzUG35bTpW1I=,1
16472,1409659,5004w00002xNTsNAAW,24-00388660,SW-Dirty Alley,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"2010 WHISTLER AVE, Baltimore City, 21230",21230,Morrell Park,10,Southern,924,39.265184676221388,-76.651456030849147,"(39.265184676221388, -76.651456030849147)",0,0,vnLK1sqwyUkspHDzRJNwhx2m/qnnbTVa/CZGm0pWIc4=,1
16473,1409695,5004w00002xNTu4AAG,24-00388665,SW-Dirty Alley,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"4800 BLK PARK HEIGHTS-DELAWARE, Baltimore City, 21215",21215,Central Park Heights,6,Northern,534,39.345780569548019,-76.670920098425754,"(39.345780569548019, -76.670920098425754)",0,0,+0eANOT/ShkLkh6VNJn7S6sGV05SLlyURJ7PCsTj0wI=,1
16474,1409711,5004w00002xNtUqAAK,24-00402913,SW-Dirty Street,Phone,1715472000000,Closed,1715644800000,1716249600000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"224 W MONUMENT ST, Baltimore City, 21201",21201,Mount Vernon,11,Central,122,39.297645563278230,-76.619713232766571,"(39.297645563278230, -76.619713232766571)",0,0,kYwkmUe8a2+w2DbInhIVGKmJGR6u5Bt0CRCdEdfQgK4=,2
16475,1409733,5004w00002xNTvgAAG,24-00388673,SW-Dirty Street,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"3029 WOODLAND AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northern,534,39.345992733578946,-76.669542637897720,"(39.345992733578946, -76.669542637897720)",0,0,PmcZ/pXEXMA0YFtuxXL4WMy7XxvzDRLzD6Z7W5ZItxU=,1
16476,1409806,5004w00002xNtY9AAK,24-00402943,SW-Dirty Street,Phone,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,SR assessed and no cause for action determined,"512 DRURY LN, BC, 21229",21229,Ten Hills,8,Southwestern,813,39.290467402282388,-76.704951683328815,"(39.290467402282388, -76.704951683328815)",0,0,ZeobhaLkXrR2YBOQib7muWIzodRY6elu0SOWMpCiLlY=,1
16477,1409819,5004w00002xNTyVAAW,24-00388688,SW-Dirty Alley,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work could not be completed,"4726 DELAWARE AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northern,533,39.345531094311212,-76.669898774516540,"(39.345531094311212, -76.669898774516540)",0,0,TYVSAtdONla4xBJDLcUimuZTs2gxBp9iLHGYLODDMKc=,1
16478,1409884,5004w00002xNU4PAAW,24-00388731,SW-Dirty Street,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work could not be completed,"4600 BLK DELAWARE AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northern,533,39.344234309195940,-76.669132771928517,"(39.344234309195940, -76.669132771928517)",0,0,IhSjHps58eqTJxAPr2FuvRgh+na7PLnyRYc4WcqyS9w=,1
16479,1409891,5004w00002xNu5DAAS,24-00403155,SW-Dirty Alley,Phone,1715472000000,Closed,1720742400000,1721088000000,1720742400000,Solid Waste,Service Response,1720742400000,Work could not be completed,"4375 SHELDON AVE, Baltimore City, 21206",21206,Belair-Edison,2,Eastern,332,39.325844652057945,-76.561220314059128,"(39.325844652057945, -76.561220314059128)",0,0,GFCBydkUPfTNuOtuS9OsXB6b9K9j8kT9bRxLHHKOXSs=,61
16480,1409958,5004w00002xNUa5AAG,24-00388982,SW-Dirty Alley,Phone,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"2700 THE ALAMEDA, Baltimore City, 21218",21218,Coldstream Homestead Montebello,14,Eastern,315,39.321369588953438,-76.591286058411328,"(39.321369588953438, -76.591286058411328)",0,0,razGPkaDGT6dmeYNhmEs23ZSqWuEDuQyRuCpKAnzcdM=,1
16481,1409976,5004w00002xNuANAA0,24-00403195,SW-Dirty Alley,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"2410 WESTWOOD AVE, Baltimore City, 21216",21216,Coppin Heights/Ash-Co-East,7,Western,721,39.308675880258171,-76.656569075846150,"(39.308675880258171, -76.656569075846150)",0,0,1gwSMXT52Vt5qgIyuQUA/aeiuHLkbEAS71Ft8Q6CPkk=,1
16482,1409985,5004w00002xNUB0AAO,24-00388767,SW-Dirty Alley,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"2600 W COLD SPRING LN, Baltimore City, 21215",21215,Central Park Heights,6,Northern,533,39.340398077721538,-76.665359699684828,"(39.340398077721538, -76.665359699684828)",0,0,/8/J4CH1Hmc5ykO1Fh2yGNSl+oNTukyDlulOzbRfo3Q=,1
16483,1410112,5004w00002xNuFSAA0,24-00403236,SW-Dirty Alley,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"2700 WILKENS AVE, Baltimore City, 21223",21223,Millhill,10,Southwestern,825,39.278180361798526,-76.658907057143338,"(39.278180361798526, -76.658907057143338)",0,0,KHevc8Z8tsu037j/q3my7Tm9X8LGGeqpEYI325D1+5k=,1
16484,1410123,5004w00002xNuGfAAK,24-00403244,SW-Dirty Street,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"1725 W LOMBARD ST, Baltimore City, 21223",21223,Union Square,9,Southwestern,833,39.286117633885524,-76.644824358525668,"(39.286117633885524, -76.644824358525668)",0,0,Kxnt3zMQlqqXiHUVXyvh3NJ9VBotL8j8nRK/jzWmjYA=,1
16485,1410134,5004w00002xNUGvAAO,24-00388922,SW-Dirty Alley,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"4000 DORCHESTER RD, Baltimore City, 21207",21207,Dorchester,6,Northwestern,623,39.329751083446098,-76.684938459767395,"(39.329751083446098, -76.684938459767395)",0,0,jRSv49uPxtOY9Rabo4AzFsqw4+LY712PQIDUU/9Sdmo=,1
16486,1410143,5004w00002xNuHdAAK,24-00403257,SW-Dirty Street,API,1715472000000,Closed,1715644800000,1716249600000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"1 BLK GOLDSMITH ST, Baltimore City, 21223",21223,Carrollton Ridge,9,Southwestern,824,39.286322801375633,-76.647693494800023,"(39.286322801375633, -76.647693494800023)",0,0,WablVMPQxaLm8yEAeawhXl/f7QlzMS5nPgnfNpWSMfA=,2
16487,1410172,5004w00002xNUiiAAG,24-00389044,SW-Dirty Alley,Phone,1715040000000,Closed,1715299200000,1715904000000,1715299200000,Solid Waste,Service Response,1715299200000,Work completed,"334 S FRANKLINTOWN RD, Baltimore City, 21223",21223,Shipley Hill,9,Southwestern,823,39.282887739854381,-76.657572513882272,"(39.282887739854381, -76.657572513882272)",0,0,sz5xLmCtG53TX5QsNVAAzJoPLKcZVzXC20Nr4ZW+C0w=,3
16488,1410182,5004w00002xNuIvAAK,24-00403270,SW-Dirty Street,API,1715472000000,Closed,1715644800000,1716249600000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"600 BLK S CATHERINE ST, Baltimore City, 21223",21223,Carrollton Ridge,9,Southwestern,825,39.279213764120883,-76.653164000682239,"(39.279213764120883, -76.653164000682239)",0,0,lk21LezKY/+nRR/ibk5QQypOcY0Ik2bvm57qRc2Nc0A=,2
16489,1410197,5004w00002xNujhAAC,24-00403458,SW-Dirty Alley,API,1715558400000,Closed,1715558400000,1716336000000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"2259 W BALTIMORE ST, Baltimore City, 21223",21223,Boyd-Booth,9,Southwestern,824,39.287730482766513,-76.653053854824265,"(39.287730482766513, -76.653053854824265)",0,0,4AcD818l01GlFBVMH/pAbhBB7BUpsv/EJPLPEsiIuIE=,0
16490,1410209,5004w00002xNUjWAAW,24-00389052,SW-Dirty Alley,Phone,1715040000000,Closed,1715299200000,1715904000000,1715299200000,Solid Waste,Service Response,1715299200000,Work completed,"336 S FRANKLINTOWN RD, Baltimore City, 21223",21223,Shipley Hill,9,Southwestern,823,39.282854169701089,-76.657568576948620,"(39.282854169701089, -76.657568576948620)",0,0,2scRJiNyDtnaZ4+ScGdVQQbUGjxgCQfqVOrwCYc4/xw=,3
16491,1410222,5004w00002xNuKDAA0,24-00403279,SW-Dirty Alley,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,SR assessed and no cause for action determined,"1218 DRUID HILL AVE, Baltimore City, 21217",21217,Upton,11,Western,714,39.301521045457015,-76.628232304743960,"(39.301521045457015, -76.628232304743960)",0,0,RlWuMBmQTRzMb6eIjwYSw2lspz3pGzxhkkq500ASTtc=,1
16492,1410232,5004w00002xNUKlAAO,24-00388842,SW-Dirty Street,Phone,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"524 ROBERT ST, Baltimore City, 21217",21217,Druid Heights,11,Western,712,39.306203753533353,-76.635295585835635,"(39.306203753533353, -76.635295585835635)",0,0,r5zhsUEPKee0QeaEWe8T9Mmg5pp6utGvLQ1PE2Ici6c=,1
16493,1410248,5004w00002xNuLBAA0,24-00403289,SW-Dirty Street,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"2420 FREDERICK AVE, Baltimore City, 21223",21223,Shipley Hill,9,Southwestern,825,39.284050473344223,-76.655187452155616,"(39.284050473344223, -76.655187452155616)",0,0,mS4C7bTv0/XvlJInnM32708Fe5C3KeANLmp0gLnckOc=,1
16494,1410256,5004w00002xNULjAAO,24-00388849,SW-Dirty Alley,Phone,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"3101 FLEET ST, Baltimore City, 21224",21224,Canton,1,Southeastern,212,39.285239689403213,-76.572461617024672,"(39.285239689403213, -76.572461617024672)",0,0,UZ06p1qqOCYtUNgnsP0jPrLq08yUEdeJ/SZHS8F+ruM=,1
16495,1410273,5004w00002xNuM9AAK,24-00403301,SW-Dirty Street,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"2100 W PRATT ST, Baltimore City, 21223",21223,Carrollton Ridge,9,Southwestern,832,39.285167287896570,-76.650043543474780,"(39.285167287896570, -76.650043543474780)",0,0,/X+YWieaWuKDA9tZ4WnI9GOIfa7En6U3QNhtHpm0Mms=,1
16496,1410277,5004w00002xNuMdAAK,24-00403306,SW-Dirty Alley,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"501 N ROSE ST, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,224,39.297073706421408,-76.581300783503636,"(39.297073706421408, -76.581300783503636)",0,0,MWX0euUx2ZtoLz6VhIoUTlLFcLBvI4GKDnI8uypsA9Q=,1
16497,1410278,5004w00002xNuMEAA0,24-00403302,SW-Dirty Alley,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"510 N LINWOOD AVE, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,224,39.297246895636796,-76.576712661155057,"(39.297246895636796, -76.576712661155057)",0,0,1eVQWjqyKINj8MnQ6I8IXVCJL7z/hkH20cltiPdR90w=,1
16498,1410305,5004w00002xNUndAAG,24-00389096,SW-Dirty Alley,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"114 W 22ND ST, Baltimore City, 21218",21218,Old Goucher,12,Eastern,312,39.314408632271316,-76.618933637135711,"(39.314408632271316, -76.618933637135711)",0,0,5Gu2j4hbVRAha7t3++R87nLTMOFHrQUuCcuT7/Wcst8=,1
16499,1410315,5004w00002xNuNMAA0,24-00403313,SW-Dirty Alley,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"522 N ROSE ST, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,224,39.297433738590563,-76.581627217930617,"(39.297433738590563, -76.581627217930617)",0,0,zGaEvYu1MjfuF5KJ66Iy6+eOpSzKuXiAY/8zbHwJycQ=,1
16500,1410348,5004w00002xNUOPAA4,24-00388983,SW-Dirty Alley,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"3200 ELLERSLIE AVE, Baltimore City, 21218",21218,Better Waverly,14,Northern,514,39.327088841725953,-76.604014531858539,"(39.327088841725953, -76.604014531858539)",0,0,P3AlqFNnfgLnrQ1y5x/UdkJznYOpP6Mz2ceDaLiRcBc=,1
16501,1410398,5004w00002xNUQoAAO,24-00388898,SW-Dirty Street,Phone,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,SR assessed and no cause for action determined,"6600 HUDSON ST, BALTIMORE, 21224",21224,Graceland Park,1,Southeastern,232,39.283883522058616,-76.536531131585306,"(39.283883522058616, -76.536531131585306)",0,0,pTMCVM8IFYkOOd9ppbiYJq1E+yCgJBS/Kvm1vCvG3Y8=,1
16502,1410424,5004w00002xNurRAAS,24-00403465,SW-Dirty Alley,API,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,SR assessed and no cause for action determined,"1800 PENNSYLVANIA AVE, Baltimore City, 21217",21217,Upton,11,Western,713,39.304256585322513,-76.635878307194716,"(39.304256585322513, -76.635878307194716)",0,0,4DFDTMmTeVvtvJd7GFlcYJQhwShFg4NpnL9ekzJUsos=,1
16503,1410427,5004w00002xNurvAAC,24-00403467,SW-Dirty Alley,API,1715558400000,Closed,1715558400000,1716336000000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"1600 W NORTH AVE, Baltimore City, 21217",21217,Penn North,7,Western,733,39.310226461029380,-76.643423717817811,"(39.310226461029380, -76.643423717817811)",0,0,hlwvJ5uOlOdhiySqMqTBsNnCpFxmplcFpHcJzftSWe8=,0
16504,1410432,5004w00002xNUS6AAO,24-00388908,SW-Dirty Alley,Phone,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"400 S GILMOR ST, Baltimore City, 21223",21223,Mount Clare,9,Southwestern,833,39.282927299554252,-76.642262976245362,"(39.282927299554252, -76.642262976245362)",0,0,33J+K1c9+9dxg/YE0e5bwu72aoryMEqbshHxa4pjwO4=,1
16505,1410435,5004w00002xNUSBAA4,24-00388909,SW-Dirty Street,API,1715040000000,Closed,1715212800000,1715817600000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"5400 BLK PERRING PKWY, Baltimore City, 21239",21239,Loch Raven,4,Northeastern,413,39.355402327810580,-76.575076560363158,"(39.355402327810580, -76.575076560363158)",0,0,cR+sKHiKMGJ84NexRRp/YiloDDPvhlYXZ1CHxgMgghA=,2
16506,1410518,5004w00002xNUVtAAO,24-00388940,SW-Dirty Street,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"2910 EDMONDSON AVE, Baltimore City, 21223",21223,Franklintown Road,9,Western,723,39.294601207246671,-76.665324810782906,"(39.294601207246671, -76.665324810782906)",0,0,GjEmZI7QhMUKvu4J+/8R4R54wz4pa2LT0gLiejE47Kw=,1
16507,1410591,5004w00002xNUYsAAO,24-00388965,SW-Dirty Alley,Phone,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"3901 BROOKLYN AVE, Baltimore City, 21225",21225,Brooklyn,10,Southern,914,39.232549021865026,-76.602087434560360,"(39.232549021865026, -76.602087434560360)",0,0,sQokJ1ts51TgWd63yeLRQAaLYWt5wylDtatL+BBXfNs=,1
16508,1410608,5004w00002xNUZCAA4,24-00388971,SW-Dirty Alley,API,1715040000000,Closed,1715212800000,1715817600000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"3237 LYNDALE AVE, Baltimore City, 21213",21213,Four By Four,13,Eastern,333,39.316309583584726,-76.577298475227977,"(39.316309583584726, -76.577298475227977)",0,0,PrR9klCaGQbpidQTE8XGLiIYpLJvcn8xtdU8kDyVB8w=,2
16509,1410621,5004w00002xNUzpAAG,24-00389209,SW-Dirty Street,Phone,1715040000000,Closed,1715299200000,1716163200000,1715299200000,Solid Waste,Service Response,1715299200000,Work completed,"1 BLK W HAMBURG ST, Baltimore City, 21230",21230,Federal Hill,11,Southern,933,39.277810908025700,-76.615305751390778,"(39.277810908025700, -76.615305751390778)",0,0,etqjwGuiqSuziK6vr9uK+bj0ryb3n2dRTi/PNUrsPV8=,3
16510,1410626,5004w00002xNuZwAAK,24-00403433,SW-Dirty Street,API,1715472000000,Closed,1715558400000,1716249600000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"3200 BLK BELAIR RD, Baltimore City, 21213",21213,Belair-Edison,13,Eastern,331,39.321327797312904,-76.573994753344934,"(39.321327797312904, -76.573994753344934)",0,0,ooiHDZNPSxUl9cFIrv0aW2d54loEk0JsnW15sw1/X6I=,1
16511,1410739,5004w00002xNvC5AAK,24-00403477,SW-Dirty Street,API,1715558400000,Closed,1715558400000,1716336000000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"123 MCPHAIL ST, Baltimore City, 21223",21223,Shipley Hill,9,Southwestern,823,39.286313766016328,-76.652677205870646,"(39.286313766016328, -76.652677205870646)",0,0,XAMiSbp0OsJMv6MqHrZS7COh9elCiWsgXyCh1bo7OJs=,0
16512,1410746,5004w00002xNVD7AAO,24-00389306,SW-Dirty Street,API,1715040000000,Closed,1715126400000,1715817600000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"TRACTION ST & WOODBROOK AVE, Baltimore City, 21217",21217,Penn North,7,Western,733,39.311260588939369,-76.642103258681715,"(39.311260588939369, -76.642103258681715)",0,0,tUT2oUUVKiX8S6QrHF2HrAZkmyDhhCsv/VJYSKqh/Xo=,1
16513,1410755,5004w00002xNvEaAAK,24-00403479,SW-Dirty Alley,API,1715558400000,Closed (Duplicate),1715558400000,1716336000000,1715558400000,Solid Waste,Service Response,1715558400000,Work completed,"4100 BLK MORRISON CT, Baltimore City, 21226",21226,Curtis Bay,10,Southern,913,39.227812049213973,-76.587983255238086,"(39.227812049213973, -76.587983255238086)",0,0,N9w5jzvoQqD1cmaPYC2OHfO7YdEVWqYSObIykwK7FXE=,0
16514,1410767,5004w00002xNVEyAAO,24-00389314,SW-Dirty Street,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,SR assessed and no cause for action determined,"1820 PENNSYLVANIA AVE, Baltimore City, 21217",21217,Upton,11,Western,713,39.304572982913726,-76.636264992984110,"(39.304572982913726, -76.636264992984110)",0,0,LJQhdZ4bqi34dt9vTc47ybvzKfTwKPWNrx+YihPvWR0=,0
16515,1410795,5004w00002xNvh8AAC,24-00403536,SW-Dirty Street,Phone,1715558400000,Closed,1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,Work completed,"2700 PROSPECT ST, Baltimore City, 21216",21216,Mosher,9,Western,724,39.298772654689635,-76.662110554130862,"(39.298772654689635, -76.662110554130862)",0,0,tgE23/Vac3LhWGeEBGoFvZnZc16RUkTNEmi+8cXm0Yg=,1
16516,1410814,5004w00002xNVjDAAW,24-00389375,SW-Dirty Alley,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"1800 N CHARLES ST, Baltimore City, 21201",21201,Charles North,12,Eastern,311,39.309904559455937,-76.616661493949820,"(39.309904559455937, -76.616661493949820)",0,0,zXKL6V4TjMjTurPGj5O5hk5zQ2zTfYEiJYeisEIbwHc=,0
16517,1410815,5004w00002xNVjhAAG,24-00389376,SW-Dirty Street,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"1800 N CHARLES ST, Baltimore City, 21201",21201,Charles North,12,Eastern,311,39.309904559455937,-76.616661493949820,"(39.309904559455937, -76.616661493949820)",0,0,doH1NzRnORJWAWbiokXIxXAVmi9OOTMhZXdDBHVQGCw=,0
16518,1410820,5004w00002xNVJtAAO,24-00389328,SW-Dirty Street,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"1900 BLK N CHARLES ST, Baltimore City, 21218",21218,Charles North,12,Eastern,312,39.311699627393843,-76.616595264076395,"(39.311699627393843, -76.616595264076395)",0,0,zHRD1GRg8Sn3Yy286bm6ApQJyxvbwbbNcVYwjcmcoJ4=,0
16519,1410821,5004w00002xNVJyAAO,24-00389329,SW-Dirty Street,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"2000 N CHARLES ST, Baltimore City, 21218",21218,Charles North,12,Eastern,312,39.312406046270439,-76.616892004588195,"(39.312406046270439, -76.616892004588195)",0,0,/ARgQg1D8vXmk8ZHReYWjZ+F9VGi65FsHVqbYv+5ToE=,0
16520,1410823,5004w00002xNVk6AAG,24-00389379,SW-Dirty Street,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"2000 ROBB ST, BC, 21218",21218,East Baltimore Midway,12,Eastern,314,39.313210764306859,-76.603511734592530,"(39.313210764306859, -76.603511734592530)",0,0,rw3R0QZVVHq4v6MSdlzvXPyLPcQcSdVqQm4qDPsvLxc=,0
16521,1410825,5004w00002xNVK8AAO,24-00389331,SW-Dirty Street,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"2100 BLK N CHARLES ST, Baltimore City, 21218",21218,Charles North,12,Eastern,312,39.313734122697234,-76.616720484500249,"(39.313734122697234, -76.616720484500249)",0,0,HiVQV1RowY1BFvuU1Bn6ktJb8K0RIg3LKsfk2wuRZTo=,0
16522,1410851,5004w00002xNVmgAAG,24-00389385,SW-Dirty Street,API,1715126400000,Closed,1715212800000,1715904000000,1715212800000,Solid Waste,Service Response,1715212800000,Work completed,"5100 REISTERSTOWN RD, Baltimore City, 21215",21215,Woodmere,6,Northwestern,624,39.342031174084035,-76.682540362293338,"(39.342031174084035, -76.682540362293338)",0,0,oLFQp9ufM2i28smIgOXxAsiZEg1tu2udODANwD/Ff08=,1
16523,1410860,5004w00002xNvMyAAK,24-00403482,SW-Dirty Street,API,1715558400000,Closed (Duplicate),1715644800000,1716336000000,1715644800000,Solid Waste,Service Response,1715644800000,SR closed by agency-specific work management system,"(WS UPPER ELLICOTT DRIVEWAY OPP LANVALE ST), Baltimore City, 21216",21216,Franklintown Road,9,Western,723,39.296940496256923,-76.668622628644925,"(39.296940496256923, -76.668622628644925)",0,0,4jLDBQTv4unRVIv0YJhmKhTorXhj0jnSXXoEcqS95WI=,1
16524,1410878,5004w00002xNVOjAAO,24-00389343,SW-Dirty Street,API,1715126400000,Closed,1715126400000,1715904000000,1715126400000,Solid Waste,Service Response,1715126400000,Work completed,"1600 W NORTH AVE, Baltimore City, 21217",21217,Penn North,7,Western,733,39.310226461029380,-76.643423717817811,"(39.310226461029380, -76.643423717817811)",0,0,XseMdvtP7sVBVIM3v9qRyF+wEKdUb3PBWchxsSy5ANE=,0
